paper_id,doi,title,first_author,year,journal,has_pdf,C1_AI,C1_AI_reason,C2_AI,C2_AI_reason
98,10.1016/j.dcn.2018.03.008,"Current, future and potential use of mobile and wearable technologies and social media data in the ABCD study to increase understanding of contributors to child health.","Bagot, K S",2018.0,Developmental cognitive neuroscience,1,EXCLUDE,"This is a methods/protocol paper describing 'current, future and potential use' of mobile and wearable technologies in ABCD. The paper contains no empirical analyses, no statistical associations tested, and no extractable statistics. It reviews planned measurement approaches and technological feasibility but reports no original data analysis or results, meeting the definition of FT-EC3 (review/commentary with no original ABCD analysis).",EXCLUDE,FT-EC5: Methods/measurement perspective paper describing planned use of mobile tech and social media data in ABCD. No original analysis; no extractable statistics for screen → non-screen-outcome associations.
164,10.1016/s2352-4642(18)30278-5,Associations between 24 hour movement behaviours and global cognition in US children: a cross-sectional observational study.,"Walsh, Jeremy J",2018.0,The Lancet. Child & adolescent health,1,INCLUDE,"Uses US ABCD Study baseline data (N=4,524, ages 9-10). Recreational screen time is analyzed as a focal variable with extractable statistics for associations with global cognition: 'Meeting the screen-only recommendation [β=5.15 (95% CI: 3.56-6.74), p<0.001]' and reports effects on crystallized and fluid intelligence. Although embedded in a 24-hour movement framework, screen time has independent analytic focus with reported beta coefficients, meeting FT-IC2 (REVISED).",UNSURE,No PDF available; title indicates 24-hour movement behaviours (including screen time as one component) associated with global cognition. Unclear if screen effects are independently extractable vs bundled in inseparable composite.
112,10.1016/j.envres.2016.06.021,"Outdoor and indoor sources of residential radiofrequency electromagnetic fields, personal cell phone and cordless phone use, and cognitive function in 5-6 years old children.","Guxens, MÃ²nica",2016.0,Environmental research,1,EXCLUDE,"Wrong ABCD — Amsterdam Born Children and their Development (Dutch birth cohort, n=2,354, 5-6 year olds, 2003-2004); not the US ABCD Study.",EXCLUDE,FT-EC1: Not the U.S. ABCD Study. Paper examines RF-EMF exposure from cell phones/cordless phones and cognitive function in 5-6 year old European cohort.
434,10.1542/peds.2025-073891/206084,Sociodemographic Associations With Early Smartphone Ownership in US Adolescents,CA Carvalho,,publications.aap.org,1,INCLUDE,"Smartphone ownership age is focal DV; sociodemographic predictors tested. ""adjusted odds of early ownership were highest for Black (OR = 3.01; 95% CI, 2.50–3.64)"" ""Youth living with a single parent (OR = 2.09; 95% CI, 1.77–2.46)""",INCLUDE,"Satisfies explicit 'do not exclude' rule: screen media (smartphone ownership) as outcome with extractable sociodemographic-predictor stats (β, 95% CI) reported. ABCD Study."
26,10.1002/eat.24034,Cyberbullying and eating disorder symptoms in US early adolescents,CM Cheng,,Wiley Online Library,1,EXCLUDE,"Uses US ABCD data but examines cyberbullying victimization and perpetration as predictors of eating disorder symptoms. Per criteria, cyberbullying is not screen media unless paper separately measures screen time/dose. Methods assess cyberbullying through online/social media questions only with no independent measurement of screen time/duration as a focal variable, failing FT-IC2.",EXCLUDE,"FT-EC2(d): Cyberbullying victimization measured without separately measured screen time/dose. Exposure is cyberbullying, not screen time; eating disorder outcomes predicted by cyberbullying with no screen-dose coefficient."
394,10.1186/s12889-024-20102-x?os=io....&ref=app,Screen time and mental health: a prospective analysis of the Adolescent Brain Cognitive Development (ABCD) Study,JM Nagata,,Springer,1,INCLUDE,"Screen time is focal independent variable predicting mental health symptoms prospectively. ""Higher total screen time was associated with all mental health symptoms in adjusted models, and the association was strongest for depressive (B = 0.10, 95% CI 0.06, 0.13, p < 0.001)""",UNSURE,No PDF available; title indicates screen time → mental health prospective analysis of ABCD Study. Title promising but cannot verify extractable coefficients without full text.
309,10.1111/jora.70076,Bidirectional associations of problematic social media use and problematic gaming with mental health difficulties and strengths in adolescents: Sex and social support â¦,L Todorovic,,Wiley Online Library,1,EXCLUDE,"Uses Amsterdam Born Children and their Development (ABCD) cohort from the Netherlands (N=2663 Dutch adolescents), not the US ABCD Study. Although the paper examines bidirectional associations between problematic social media use and gaming with mental health outcomes (which would have extractable statistics), it fails the fundamental FT-IC1 requirement. Methods section explicitly states data came from the Dutch ABCD cohort with authors affiliated at University of Amsterdam, Netherlands.",INCLUDE,"Satisfies FT-IC2. Paper examines bidirectional associations between problematic social media use/gaming and mental health difficulties in adolescents with extractable β coefficients, 95% CIs, and standardized effects."
59,10.1007/s10964-023-01907-2,"The association between adverse childhood experiences (ACEs), bullying victimization, and internalizing and externalizing problems among early adolescents â¦",N Trompeter,,Springer,1,EXCLUDE,"While the paper correctly uses US ABCD Study data (N=8,085, baseline 2016-2018), screen media is NOT a focal variable with extractable statistics. Paper examines ACEs and bullying victimization (including cyberbullying as one item) as predictors of mental health outcomes. Cyberbullying is measured as part of a broader 7-item bullying victimization scale without separate measurement of screen time/dose. No independent screen media variable with its own extractable coefficient exists in the analytic models.",EXCLUDE,FT-EC2: Examines ACEs and bullying victimization in relation to mental health outcomes; screen media/screen time is NOT examined as a predictor variable. No screen → non-screen-outcome statistic.
436,10.1542/pedsos.2025-000922/205729,"Digital Media, Genetics, and Risk for ADHD Symptoms in Children: A Longitudinal Study",S Nivins,,publications.aap.org,1,INCLUDE,"Digital media use is focal predictor of ADHD symptoms with PGS moderation in cross-lagged models. ""Average social media use was associated with increased inattention symptoms (β, 0.03; P < .001)"" ""unidirectional association of social media use predicted increases in inattention (β, 0.03; P = .004)""",INCLUDE,"Satisfies FT-IC2. Paper examines digital media use in interaction with genetic risk for ADHD symptoms; extractable β, p-values, interaction effects for digital media → ADHD clinical outcome."
303,10.1111/jcpp.13608,Multiâlevel predictors of depression symptoms in the Adolescent Brain Cognitive Development (ABCD) study,TC Ho,,Wiley Online Library,0,UNSURE,PDF not obtainable or corrupt file — needs re-download before review.,INCLUDE,"Uses ABCD Study data (FT-IC1 satisfied). Reports extractable statistic for screen time → depression: B = 0.10, 95% CI [0.06, 0.13], p < 0.001 (FT-IC2 and FT-IC3 satisfied). Screen time is examined as predictor of depression symptoms (non-screen outcome domain: mental health)."
